,ECS
316,2.6588709506921564
317,2.1373852961160837
318,5.519269149560701
319,2.5407332035332915
320,4.944039537843092
321,3.3008999292724286
322,2.0610987966027596
323,3.508923388378207
324,2.357894113065245
325,3.3651791242834
326,3.5881557335822873
327,2.748046899463631
328,6.402334874743526
329,2.6683301950000753
330,3.837172876207881
331,2.3273124880014393
332,3.097969204740142
333,2.6464416667757913
334,5.131480482685841
335,5.172265439832152
336,3.5173364946391636
337,3.6112639177405508
338,2.6209539447027637
339,2.4993912496094715
340,2.7030124646446
341,2.2228857340233166
342,2.9049685274186134
343,2.235054347076319
344,2.5139406996050684
345,2.7000971792399255
346,2.8095833253040357
347,4.863894458634356
348,3.381960588808673
349,3.5642210166675565
350,2.813305174640748
351,2.1435485520610458
352,2.7184325987609217
353,3.4916669566235106
354,2.6044845551124887
355,2.716695332516254
356,3.8319073971900077
357,2.622697160340166
358,3.1128099290562106
359,4.799051203014247
360,2.505275561719963
361,6.2773838448747705
362,3.7324262152814693
363,3.160615854453161
364,3.0328717173798947
365,2.147697304409103
366,4.486988337681816
367,2.810333901146317
368,3.096024983470356
369,5.2749473491039485
370,2.456403708040321
371,3.2756195481346633
372,1.8512253719361056
373,2.280294772518171
374,2.4356890706773693
375,4.4552642859655105
376,2.507088066915908
377,2.326711550814389
378,2.7893513510063177
379,3.3393775182774084
380,2.53720075291222
381,3.21132448956127
382,5.189935142044559
383,3.152374041162944
384,3.5324627357985303
385,6.9791225461871385
386,2.9213874880309283
387,3.635084578798712
388,2.708708544981255
389,2.517955511809188
390,3.0023362838323506
391,1.8373257355363815
392,2.5687396342550692
393,3.2194765424575174
394,2.300156967186405
395,3.4437612149625036
396,2.589485586578504
397,3.3848776506417018
398,2.3154254343535636
399,2.254364368701113
400,2.409674369603207
401,3.268368708706764
402,2.026929649659948
403,2.427818864343639
404,2.1687568209143375
405,2.352529511713774
406,2.743479989451105
407,2.9770723641108767
408,3.0137463708263006
409,4.032729428843628
410,3.5308795702667735
411,4.186458467027717
412,2.389159755550783
413,1.8108700020401105
414,3.2264612802893033
415,2.5533361043548
416,1.7772258493307773
417,2.220898431549648
418,2.5397290887226154
419,2.6952518166571537
420,2.201292244309996
421,2.814083528428437
422,1.9988364335331466
423,3.755300647788359
424,3.72337922480972
425,2.0860864721369965
426,2.5304166585925207
427,5.589356009459882
428,3.3835133893805276
429,3.8997317120804733
430,3.86229783474746
431,3.7845937860580556
432,2.8977351762415764
433,2.9702843088587776
434,1.9929225821731567
435,2.2384955276731318
436,5.253600195496422
437,2.9271734833219765
438,3.3070263661415558
439,5.988300030094634
440,2.3434567604408723
441,2.7458471807973996
442,3.362042930388451
443,2.435900561964006
444,3.5579172710749507
445,3.059306861332518
446,2.5669382958452753
447,2.953388563912189
448,2.1766741074955305
449,2.700918126048396
450,3.938264883127068
451,3.0504016024084
452,2.2856476519399105
453,3.0917827499791386
454,2.6949187069916882
455,3.127682393196467
456,2.5847341547729576
457,2.918964740217293
458,3.0677267269463746
459,3.2853561128484374
460,3.1761232169445006
461,2.605535707432608
462,3.455277742670844
463,2.1056586644048183
464,2.6278893417529128
465,5.123207335767812
466,2.714575895488362
467,4.239454892444351
468,2.168135224431511
469,2.8798726409019513
470,4.0371922609340105
471,2.3204853874325826
472,2.338643809932233
473,3.813538534417018
474,2.259072879635807
475,3.3583439965001083
476,3.188709307811983
477,3.8029731520935703
478,2.5152593830553096
479,2.916155656835103
480,2.3984515503326507
481,1.7718128122972288
482,3.199562824084345
483,2.0644434636206266
484,3.155048663580969
485,2.8029200301564816
486,3.550334173892211
487,2.9553747057401965
488,2.1468433804432663
489,2.3388203710970252
490,2.995350173313747
491,2.9146596777884564
492,5.647773058519154
493,4.8790568030246115
494,5.382774843053443
495,4.142880006555266
496,8.93157278769454
497,3.0583728979007487
498,2.4138886287014514
499,2.326394008434228
500,3.13863865700588
501,3.413467986192632
502,2.4914771561995726
503,3.9299399935299744
504,3.81164756380052
505,3.403749424247135
506,4.099424586279262
507,2.878356230209194
508,2.895130031042397
509,2.5557402208905033
510,5.051554189055153
511,2.6065890919510495
512,1.899265532895475
513,2.310441581476642
514,3.297611813079319
515,3.7744732436433432
516,2.769393860557591
517,2.509475812486859
518,2.661259907489226
519,2.2777744772923674
520,3.116300019968243
521,3.1056469702118563
522,2.784391025653276
523,3.2340852718262316
524,3.787088032135257
525,4.048170646330367
526,2.339085969434481
527,2.7036057795634334
528,4.619677160580537
529,3.349406846811666
530,5.801599988374577
531,3.1297969624785864
532,7.211072386959314
533,6.261964822410917
534,2.611341738449188
535,3.485333886253106
536,2.366628291886576
537,4.427932243263839
538,3.862367829658635
539,2.0548404142125913
540,3.6016889325334778
541,4.44069986693723
542,2.6476771741584697
543,4.269895345113763
544,2.5359750474114024
545,3.0585794787583334
546,2.462391847025713
547,2.3837884107892613
548,2.322144853261428
549,3.9450714970919134
550,2.576728142485701
551,2.9105304024943144
552,2.7236622276798137
553,2.0262093839632827
554,3.485342054031801
555,1.9643811157336455
556,3.7676683066060814
557,3.6351311988828803
558,4.6426403026964085
559,2.5322075385250438
560,2.828277724918099
561,4.183149133540337
562,2.6078366541870404
563,4.069420616300784
564,3.625543120081028
565,2.2493942446584048
566,3.7263186284894716
567,3.0564551194282847
568,2.926885292110481
569,3.6245785154123467
570,2.7160485574269773
571,2.4877707160204707
572,2.5686098022731505
573,5.379415318199657
574,2.367177711749165
575,3.689012763631142
576,3.871544227556958
577,3.6669265816206544
578,3.580552289731604
579,3.0772688369773276
580,2.6343215715012684
581,2.4555889172743885
582,2.6619218415442454
583,6.065087981188651
584,1.7779607362490295
585,3.31627171296243
586,2.213076936266023
587,2.2749826057467706
588,2.5631975702817287
589,2.4792595046596384
590,2.782352570417255
591,2.8085767051909056
592,4.136493139121665
593,2.1420881117856574
594,3.05123878106877
595,4.188042724693968
596,2.4371736489198668
597,2.5609290730273564
598,3.059259708375633
599,2.487914492898176
600,4.487133219657707
601,2.5587841737070125
602,2.367958371001044
603,4.020813460296577
604,2.965624838878103
605,3.2353564981180223
606,3.354764753493803
607,4.059309098938375
608,3.449837941611884
609,5.109629769444062
610,4.552477597965676
611,3.5448526521790567
612,7.43157004829392
613,3.08925155630403
614,3.6844116409119345
615,3.3930465492070043
616,2.807157227247045
617,6.00650852959421
618,4.861408255005058
619,3.3770723087531667
620,6.200527405632644
621,2.5576905253903646
622,3.1105903763004146
623,4.189903627673045
624,3.143980736244015
625,3.434461452536594
626,3.325962405154489
627,2.6184720715575005
628,3.4993179148797466
629,4.648201805540749
630,2.678036069020603
631,2.5910145646198233
632,2.7759036434817927
633,2.5272502232173837
634,2.2172185798064326
635,3.297785279975674
636,2.3126491703437555
637,4.490429129102241
638,2.9381793102275005
639,3.4861866168947775
640,3.403247535692786
641,3.0594500566713982
642,2.250630553309416
643,3.2327710374770513
644,3.2051043329485323
645,2.66911922467962
646,6.422268744307179
647,2.6215565708238655
648,2.7982066162209063
649,2.35289493892377
650,3.9375517169935352
651,1.949737305622498
652,5.716502496580585
653,4.550696191128864
654,4.663012133007192
655,2.3597634110018118
656,2.1986133714485243
657,2.861391378924076
658,3.9483973364066838
659,1.9485093971764507
660,2.6537558421454666
661,3.657081266005413
662,2.1733969956027894
663,3.0798308110138595
664,2.782376245008968
665,2.513619119169071
666,2.464519258249015
667,6.162182917594311
668,3.479803828494261
669,5.021539472981363
670,2.8343360250064897
671,2.2652955710238007
672,3.9517321803753456
673,9.764217343545743
674,2.9485631500780443
675,3.5822605652552113
676,2.826854666436731
677,3.7767344656230524
678,2.3180434769980085
679,2.926611451327958
680,2.357368543147868
681,4.199035070131289
682,2.430750908956137
683,3.8095215906241426
684,3.4357177774547156
685,5.482818280905002
686,1.9568381693841372
687,2.563469785774773
688,6.286319098097424
689,3.6353313563632863
690,3.409355769516741
691,4.178043652507493
692,3.203763762559966
693,2.6715487630873103
694,2.789195226884815
695,2.1075983049461215
696,2.211280355040989
697,2.7947007245699558
698,4.208080632060759
699,3.117941556961259
700,2.801133556528213
701,3.331493700683474
702,2.8488760859136817
703,7.703034102805315
704,2.252513460528128
705,3.7727665283623955
706,3.4265283951142775
707,1.812709188964957
708,4.281198046252139
709,2.4567251344921837
710,2.953223469580116
711,3.9987800871099553
712,2.775676954293441
713,5.029441512612177
714,3.425245317153983
715,3.1134228492480935
716,2.108836449934568
717,2.23740429084596
718,2.592352330395832
719,5.507232888823842
720,5.699111953720852
721,3.8977933817594312
722,5.150689634744721
723,3.44907530367251
724,2.3204447124000613
725,2.856105767025
726,2.497788058172203
727,2.3860228881555
728,2.3920930697945813
729,2.5767418304666028
730,2.673987329438051
731,2.21017471939037
732,4.015297840838055
733,2.6325099422954956
734,3.440592607701203
735,2.59928878081268
736,2.421175569560425
737,3.414692154080145
738,2.6678613992001172
739,3.0682763527470716
740,4.456195070767056
741,3.031391167002273
742,4.029653667222603
743,2.833290605758284
744,2.537013686843041
745,3.210871620152723
746,3.2777634118257994
747,2.9706463630722197
748,3.6366340640358468
749,2.694825224544329
750,3.6044464501782874
751,2.633609617137031
752,2.5913376191377484
753,2.846033286022472
754,4.498932920710281
755,3.230741350347733
756,4.762055470727066
757,2.5018252693938363
758,3.2299094504960078
759,2.445822389243911
760,2.810871094480812
761,2.8085689847965147
762,3.4009928939046747
763,2.071121521070414
764,2.88492587264222
765,2.5093244495778335
766,3.038018263052366
767,2.4218428952252125
768,3.284022069245838
769,3.5353151007114145
770,2.1696881057841972
771,2.244826331421052
772,3.808247231557456
773,3.4903165606865274
774,3.00017855030429
775,2.708846156190024
776,2.368651210274993
777,2.998774498024285
778,2.3501403617115244
779,2.5685449923240595
780,2.5390017698595573
781,2.973678255771324
782,2.91322937583625
783,2.9488065377473296
784,2.4580397843987916
785,3.7622742618149467
786,2.9528812489233527
787,2.327965697261238
788,2.590735703259474
789,8.540377270684466
790,2.4027538542630866
791,3.0348562338509875
792,3.389995775133502
793,2.276124347602236
794,3.344793617286814
795,3.296618895072129
796,2.634458150484733
797,2.745815264110773
798,3.7314096325685924
799,2.958099291486313
800,4.243173808045886
801,3.814448192431032
802,2.4868750790944754
803,2.5775641876112694
804,3.5991518693693294
805,3.0253493733062102
806,3.2726608005517117
807,2.517132750859203
808,2.416247598572701
809,2.418762842051047
810,5.7487130662439885
811,3.201074440804203
812,3.4827074357261574
813,3.024631888430941
814,3.6283978602778064
815,4.591554203654257
816,4.064252999497596
817,2.4922655166888377
818,2.3969471632188903
819,3.840913063809886
820,3.2548115768590815
821,4.258336585361463
822,8.054481139951104
823,3.838332089391972
824,4.380468432489021
825,2.3493197248680793
826,3.6892470816448824
827,2.641217169452631
828,3.851135645513185
829,3.866454925529051
830,2.13505466464929
831,2.4399095394191925
832,4.775525976968506
833,2.795427290473791
834,2.166729248919863
835,3.5422911557581
836,3.6855721723099393
837,2.8991411342861544
838,2.7179315755573077
839,3.266563876198572
840,3.7171016122342233
841,3.1709618966103457
842,2.9346442895891176
843,2.2553551216061813
844,3.586357768518675
845,3.343256850080687
846,1.857054424734107
847,4.113627278250909
848,2.9485554150586544
849,2.3751992968688813
850,2.2552305550607454
851,5.075028322586992
852,2.305835139275289
853,2.236420809583993
854,2.765314046414446
855,4.912538217911909
856,5.467807591286035
857,3.786366739103058
858,3.5897089014999324
859,2.8107978357274233
860,3.469806636500968
861,3.706531219183352
862,2.4690369302384902
863,3.466160596692126
864,3.085927113772335
865,2.9859328691842677
866,2.49188280342276
867,3.68816337682925
868,3.0720688870108668
869,2.4605166303824513
870,3.296414598660979
871,3.8362708218899573
872,2.7488082873473947
873,3.1365896774386175
874,3.4047947066491866
875,3.50630196450827
876,3.333883419127301
877,2.305452094407757
878,2.775926318386754
879,3.378343662745313
880,3.5685953044060286
881,3.3562394118242707
882,4.567159376915146
883,2.238774486429593
884,2.8405791717922133
885,3.732345740393536
886,9.31220435811606
887,2.7802354852873554
888,2.2292278941764843
889,2.4714968427769923
890,3.689065413275523
891,3.2818747447378778
892,2.0406064753506645
893,2.2497658699608265
894,2.1279688834332466
895,3.480185651517478
896,2.2496696614615335
897,3.060707144278881
898,2.6308031124532514
899,4.086323846649733
900,2.3552292119949056
901,3.2309123037118366
902,3.449706104505577
903,4.94817324337185
904,2.6437151405811647
905,1.8739086695930764
906,2.451444617798325
907,3.1815037981713843
908,2.4366854701215224
909,2.680747505009417
910,2.3497651721080812
911,3.2110236853139824
912,3.2810291383786634
913,2.3921319678756756
914,2.4129783169268233
915,4.00079011568674
916,2.652864713862194
917,2.936535835568036
918,3.0443035472272553
919,3.3209108495865167
920,3.316800251232827
921,2.5507739486361993
922,3.0747801544055635
923,2.2782359163931525
924,1.8396260646605669
925,2.0290649212115155
926,3.5733577631818774
927,2.4507813828745113
928,3.4737129717115516
929,3.5440084645427983
930,3.1332182845693826
931,2.3412456491855975
932,4.424502373025126
933,2.4966347732710457
934,2.2337133721586047
935,2.9188598129529555
936,1.9322734499643708
937,2.6216019241936444
938,2.5466111746792093
939,3.1665520418765762
940,4.120606669282679
941,3.596862513358329
942,2.016256257684126
943,4.025453548335583
944,3.4887394401690965
945,2.2078911588926102
946,3.8065851954691485
947,3.830757424047515
948,2.9486709205103807
949,2.989020958789506
950,2.9318651161201204
951,3.7380648967341865
952,7.049972570076261
953,2.39840711908435
954,3.3166411517944896
955,2.0683279127144334
956,3.7386692040825893
957,2.1598058648898726
958,2.722946332773235
959,2.97731802584051
960,3.18504138291674
961,2.7387821965904706
962,2.3879609006342832
963,2.379296897314856
964,4.110108495696479
965,3.5413439569253273
966,2.127721657653878
967,2.545387323300084
968,2.7811122336413976
969,2.9410253133632343
970,2.5505621304735113
971,2.964050068201166
972,3.9582891086582244
973,2.3746970706837476
974,3.120808456690915
975,2.673706040849157
976,3.18376655461328
977,3.7578566993266285
978,2.3915322976373155
979,3.0042764504072417
980,3.25758898376092
981,1.9589769822587788
982,5.010043090986619
983,3.6556325847043776
984,3.3057354386124205
985,2.7171178277107497
986,2.058116354792816
987,3.404526508444127
988,2.883628967096064
989,2.8520413467282477
990,3.0813927116574185
991,3.1993240801994256
992,3.7512496860644773
993,3.1744833837981794
994,4.5329837138979645
995,1.8922124957458275
996,2.6516345114791338
997,2.029610108700514
998,2.6479972060088537
999,6.332505138097336
1000,2.3980476885337425
1001,4.606723379869343
1002,2.074342872225627
1003,5.501784459149282
1004,2.019615324071478
1005,3.38395981218056
1006,3.3340970295866006
1007,3.9680159733235474
1008,2.255398647607759
1009,2.626333001222779
1010,2.0380974963108844
1011,2.912507701327065
1012,3.557050560123285
1013,3.0211876110671954
1014,3.954756797003651
1015,2.579168743830946
1016,2.2343258862816517
1017,3.5181608304941583
1018,2.8031131437254264
1019,2.1239310575474972
1020,5.830533445831163
1021,2.3324828351602536
1022,3.4306520414935107
1023,3.5561026581831023
1024,1.6682101732408632
1025,9.169769377478117
1026,3.4801331768119304
1027,2.967990295133836
1028,2.565716562482953
1029,3.8764246033192973
1030,2.4276401753661587
1031,2.9064063041952117
1032,3.4332061548460264
1033,2.771614595885681
1034,3.577364860206578
1035,2.084753292194699
1036,4.6271334775751765
1037,3.18394245264129
1038,3.592290362127882
1039,2.8901067790916595
1040,4.291195962604874
1041,4.414293981918914
1042,3.1082090663675364
1043,3.0340153935928775
1044,3.389113303883921
1045,4.370940546486352
1046,4.399290809683868
1047,2.6672558928231127
1048,2.2074792373243737
1049,2.5200616698129235
1050,2.567963536641707
1051,3.3661701386726115
1052,2.2426811401743105
1053,4.04673633743819
1054,3.28263949327172
1055,6.173420284889104
1056,3.87451880796029
1057,2.2841408206979184
1058,3.4091634547903675
1059,3.1465998157564306
1060,2.8209809649074633
1061,3.8707475389680126
1062,2.919879304931904
1063,2.3122565955357515
1064,3.4445446289282713
1065,3.2908125033778957
1066,2.406693712544836
1067,2.4692122829620096
1068,2.9238558887337547
1069,3.661583907237665
1070,3.714229984440175
1071,3.416703961429897
1072,4.882653583802484
1073,3.423698003262652
1074,2.467854297654938
1075,2.2234706998448646
1076,2.8878082136942216
1077,3.1253799117994343
1078,2.5706388391925423
1079,3.861646463805242
1080,2.9768561523916826
1081,4.331604952897781
1082,3.052028160529518
1083,3.7367714665240577
1084,2.464089182206338
1085,4.001614394611041
1086,2.193565156371624
1087,2.375990253696782
1088,2.621497181509759
1089,3.744498677420244
1090,3.0785242903968935
1091,4.625456228694242
1092,2.6495712084119534
1093,2.8210464275171656
1094,5.882710971346337
1095,3.2974958792548565
1096,2.2699575089557222
1097,2.725132988682048
1098,3.4219942296974852
1099,2.11137549716228
1100,2.479387617119832
1101,2.2772249663774042
1102,1.9183723513022928
1103,2.6120841765207796
1104,1.9157783573113314
1105,3.1386990829030337
1106,3.0866151956232675
1107,2.4242977801282564
1108,3.981403759810546
1109,2.278665504703718
1110,3.064303803979002
1111,2.9175953186894668
1112,2.9906750687571506
1113,3.3752994105712695
1114,4.738914575358691
1115,1.827420369775769
1116,4.736100697839236
1117,2.3397416928503625
1118,2.9167593980623634
1119,2.1931116554973857
1120,2.459876413809658
1121,3.390939669643199
1122,3.3037811862689925
1123,3.1758786973212576
1124,5.870534338544229
1125,2.936168654770816
1126,2.543081683613656
1127,3.2583896000126353
1128,2.98584678493001
1129,3.3357545618171227
1130,2.609242147679414
1131,3.513048601199207
1132,3.166908384982659
1133,1.7047945944537193
1134,3.4613126780941443
1135,1.7054605191442544
1136,2.6764356787740184
1137,2.7123019494095693
1138,4.81575032962176
1139,3.4813968942754663
1140,3.4695869015044125
1141,3.2414939820088664
1142,7.09526338617587
1143,2.557229840537246
1144,2.737474646662281
1145,3.5515289232736738
1146,2.0325871686301116
1147,4.462859739403312
1148,2.3551607350590418
1149,3.520135338349943
1150,3.3914802012635663
1151,1.797659302964347
1152,2.7085607740101314
1153,5.940668489888731
1154,3.436473723693745
1155,6.3247379515018896
1156,2.7222112045723477
1157,2.9955965090913255
1158,3.2420541437773513
1159,3.13374247728215
1160,5.2471897080649015
1161,1.8595363186882472
1162,3.3653763006660564
1163,3.1296968033337405
1164,1.8838128566481813
1165,2.018406912944565
1166,3.2940055888697253
1167,2.6799808692382716
1168,7.179448163332998
1169,3.7015962073625426
1170,2.546376101531675
1171,2.737635309396887
1172,3.0399062416712868
1173,3.86143891084524
1174,2.880419299252646
1175,2.613240695225885
1176,3.7615796936523487
1177,2.462927374270795
1178,2.8900380751267973
1179,3.558204173228613
1180,3.254638842321598
1181,3.4411212690728883
1182,2.345646150632394
1183,2.080963793561618
1184,3.482332573439085
1185,3.319289387106387
1186,4.952360369075886
1187,5.705371316292566
1188,3.0848529269198757
1189,2.5858987812288317
1190,2.8598844738157023
1191,3.4315790638941484
1192,2.364240855127823
1193,2.6071937588790446
1194,2.3951836028710045
1195,3.331492382682952
1196,3.515892468283737
1197,3.176150951353987
1198,2.110651022405652
1199,2.3042817726710827
1200,2.4360055765909103
1201,2.89718313918254
1202,2.3413272961311344
1203,2.2000938827017755
1204,3.125135076644949
1205,3.0616702242080343
1206,2.4036780168587715
1207,3.2473587507568253
1208,4.197522761981359
1209,2.9086445881172684
1210,3.9160522134003424
1211,3.1877893053246993
1212,2.659262219390654
1213,2.5588335078663835
1214,2.2208756394008384
1215,3.3805227148452675
1216,2.837046404441865
1217,2.3728388941161147
1218,6.320174436370487
1219,2.5409259539030407
1220,2.8496293746861436
1221,4.063274386285149
1222,1.6642454339299102
1223,3.1414230606675213
1224,2.424173615173545
1225,2.78399767223677
1226,3.860856613898067
1227,2.5036717495125096
1228,4.160638354401627
1229,2.2657769328003945
1230,4.35926502648323
1231,5.757328122323113
1232,3.0250633437097134
1233,4.703445114817827
1234,3.0619087766903728
1235,3.03102750908491
1236,3.036800282727398
1237,3.396770611887688
1238,4.7982458113966695
1239,2.355194345672454
1240,2.8967540299015555
1241,4.113588297674482
1242,3.3564582794575495
1243,4.504562851338141
1244,1.851557406633344
1245,2.8736511513217358
1246,2.3429548791730466
1247,1.9377768427090107
1248,3.2567540484317394
1249,2.4160774529099793
1250,3.090900476507022
1251,1.9880626769139378
1252,3.773404584235405
1253,2.276475446449354
1254,4.194450907521597
1255,3.293065581287847
1256,2.9353023573941686
1257,3.3172167918718833
1258,9.681943419088254
1259,3.8145675282881344
1260,5.71592922476733
1261,2.8180760450210887
1262,2.281912879807761
1263,2.9278881182005887
1264,1.9809022839943873
1265,3.77156196052537
1266,3.8233204504466265
1267,1.9410685232248988
1268,4.273176345430472
1269,3.7384295425325162
1270,3.6995750893438943
1271,2.7690582464564475
1272,2.3400968627936285
1273,3.1193708863772134
1274,3.7757966489949686
1275,2.5364638970250817
1276,3.661658351592498
1277,3.245641755542635
1278,3.3402753908892264
1279,1.8958367974139987
1280,3.038594098946798
1281,2.61977964470923
1282,2.838988154266347
1283,2.5805578005034766
1284,2.9018919547198894
1285,3.135084622770818
1286,2.703417182497806
1287,1.9535858243708781
1288,3.0554774976774417
1289,3.2344592436463895
1290,2.683209352233648
1291,2.6637770291451988
1292,2.8301668156411255
1293,2.9625206220171663
1294,5.1399622134305565
1295,3.0214303867376873
1296,4.2675823641411945
1297,2.743748492732061
1298,4.077110163238299
1299,2.8871738348612226
1300,3.033133082491254
